Name,Coach_ID,Team,Season,League,Matches,Expectation,Result,Difference
Michael Oenning,Michael Oenning-MAG-1819,1. FC Magdeburg,1819,GER-Bundesliga 2,21,32.49465,31,-1.49465
Michael Schiele,Michael Schiele-FWK-2021,Würzburger Kickers,2021,GER-Bundesliga 2,3,36.40095,33.74255,-2.6584
Michael Schiele,Michael Schiele-SVS-2021,SV Sandhausen,2021,GER-Bundesliga 2,11,38.4816,33.32505,-5.15655
Michael Valkanis,Michael Valkanis-EUP-2122,KAS Eupen,2122,BEL-First Division,6,32.9584,33.38395,0.42555
Michel Decastel,Michel Decastel-NEU-1819,Neuchâtel Xamax FCS,1819,SWI-Super League,12,29.4737,29.42655,-0.04715
Michel Der Zakarian,Michel Der Zakarian-BRS-2122,Stade Brest,2122,FRA-Ligue 1,36,46.81675,48,1.18325
Michel Der Zakarian,Michel Der Zakarian-MNT-1819,Montpellier HSC,1819,FRA-Ligue 1,33,48.4991,59,10.5009
Michel Der Zakarian,Michel Der Zakarian-MNT-1920,Montpellier HSC,1920,FRA-Ligue 1,26,53.57105,53.66065,0.0896
Michel Der Zakarian,Michel Der Zakarian-MNT-2021,Montpellier HSC,2021,FRA-Ligue 1,35,49.5837,54,4.4163
Michel Preud'homme,Michel Preud'homme-STL-1819,Standard Liège,1819,BEL-First Division,21,49.46,52.21725,2.75725
Michel Preud'homme,Michel Preud'homme-STL-1920,Standard Liège,1920,BEL-First Division,27,53.4245,50.5689,-2.8556
Michele Marcolini,Michele Marcolini-CVO-1920,Chievo Verona,1920,ITA-Serie B,23,61.42265,56.54345,-4.8792
Mick Harford,Mick Harford-LUT-1819,Luton Town,1819,ENG-League One,18,89.6817,94,4.3183
Mick McCarthy,Mick McCarthy-CAR-2021,Cardiff City,2021,ENG-Championship,17,59.2913,68,8.7087
Mick McCarthy,Mick McCarthy-CAR-2122,Cardiff City,2122,ENG-Championship,9,66.81545,56.348,-10.46745
Mickaël Landreau,Mickaël Landreau-LOR-1819,FC Lorient,1819,FRA-Ligue 2,29,69.85645,63,-6.85645
Micky Mellon,Micky Mellon-DUN-2021,Dundee United,2021,SCO-premiership,37,45.76935,44,-1.76935
Micky Mellon,Micky Mellon-TRN-1819,Tranmere Rovers,1819,ENG-League Two,34,62.11205,73,10.88795
Micky Mellon,Micky Mellon-TRN-1920,Tranmere Rovers,1920,ENG-League One,32,50.32285,32,-18.32285
Micky Mellon,Micky Mellon-TRN-2122,Tranmere Rovers,2122,ENG-League Two,42,71.50395,75,3.49605
Miguel Cardoso,Miguel Cardoso-NAN-1819,FC Nantes,1819,FRA-Ligue 1,2,45.77265,42.2778,-3.49485
Miguel Cardoso,Miguel Cardoso-VIG-1819,Celta Vigo,1819,ESP-La Liga,13,44.8879,38.9251,-5.9628
Mikael Stahre,Mikael Stahre-IFK-2122,IFK Göteborg,2122,SWE-Allvenskan,20,37.76745,41,3.23255
Mikael Stahre,Mikael Stahre-SAR-1920,Sarpsborg 08,1920,NOR-Eliteserien,2,30,30,0
Mikael Stahre,Mikael Stahre-SAR-2021,Sarpsborg 08,2021,NOR-Eliteserien,35,35.88415,31.91712,-3.96703
Mikael Stahre,Mikael Stahre-SAR-2122,Sarpsborg 08,2122,NOR-Eliteserien,5,35.02235,35.6771,0.65475
Mike Büskens,Mike Büskens-SCH-2122,FC Schalke 04,2122,GER-Bundesliga 2,10,56.755,65,8.245
Mike Dodds,Mike Dodds-SUN-2122,Sunderland AFC,2122,ENG-League One,2,83.2715,77.5006,-5.7709
Mikel Arteta,Mikel Arteta-ARS-1920,Arsenal FC,1920,ENG-Premier League,23,50.4435,56,5.5565
Mikel Arteta,Mikel Arteta-ARS-2021,Arsenal FC,2021,ENG-Premier League,36,55.50395,61,5.49605
Mikel Arteta,Mikel Arteta-ARS-2122,Arsenal FC,2122,ENG-Premier League,38,60.2393,69,8.7607
Miloš Kostić,Miloš Kostić-STVV-1920,Sint-Truidense VV,1920,BEL-First Division,8,36.5479,34.0564,-2.4915
Miloš Milojević,Miloš Milojević-HAM-2122,Hammarby IF,2122,SWE-Allvenskan,20,43.69625,53,9.30375
Milton Mendes,Milton Mendes-MARI-2021,CS Marítimo,2021,POR-Primeira Liga,14,34.0334,30.87985,-3.15355
Miodrag Božović,Miodrag Božović-KRYL-1819,Krylia Sovetov,1819,RUS-Premier League,24,26.8189,28,1.1811
Miodrag Božović,Miodrag Božović-KRYL-1920,Krylia Sovetov,1920,RUS-Premier League,22,28.5895,27.51905,-1.07045
Miodrag Božović,Miodrag Božović-TUL-2122,Arsenal Tula,2122,RUS-Premier League,25,28.57835,23,-5.57835
Miodrag Božović,Miodrag Božović-URL-1819,Krylia Sovetov,1819,RUS-Premier League,24,32.56915,38,5.43085
Miodrag Božović,Miodrag Božović-URL-1920,Krylia Sovetov,1920,RUS-Premier League,22,36.80275,32.7131,-4.08965
Mirko Slomka,Mirko Slomka-HAN-1920,Hannover 96,1920,GER-Bundesliga 2,10,55.2291,49.842,-5.3871
Miron Muslic,Miron Muslic-SJR-2021,SV Ried,2021,AUS-Bundesliga,10,24.3578,19.53846,-4.81934
Miroslav Đukić,Miroslav Đukić-GIJ-1920,Sporting Gijón,1920,ESP-La Liga 2,18,52.7193,54,1.2807
Mitchell van der Gaag,Mitchell van der Gaag-NAC-1819,NAC Breda,1819,NED-Eredivisie,22,33.9664,24.0353,-9.9311
Mohamed Sahli,Mohamed Sahli-WOL-1920,Wolfsberger AC,1920,AUS-Bundesliga,4,34.1062,31.57285,-2.53335
Monteagudo,Monteagudo-LUG-1819,CD Lugo,1819,ESP-La Liga 2,24,45.8572,43.6254,-2.2318
Moreno,Moreno-ESP-1920,Espanyol Barcelona,1920,ESP-La Liga,2,25,25,0
Moreno,Moreno-ESP-2021,Espanyol Barcelona,2021,ESP-La Liga 2,40,88.83655,82,-6.83655
Moreno,Moreno-ESP-2122,Espanyol Barcelona,2122,ESP-La Liga,34,43.343,42.61765,-0.72535
Moreno,Moreno-GIR-1920,Girona FC,1920,ESP-La Liga 2,1,67.4847,67.4847,0
Moreno,Moreno-MLA-1819,RCD Mallorca,1819,ESP-La Liga 2,39,55.61825,69,13.38175
Moreno,Moreno-MLA-1920,RCD Mallorca,1920,ESP-La Liga,33,41.11745,33,-8.11745
Moreno Longo,Moreno Longo-ALE-2122,US Alessandria 1912,2122,ITA-Serie B,35,42.6963,34,-8.6963
Moreno Longo,Moreno Longo-FRO-1819,Frosinone Calcio,1819,ITA-Serie A,12,30.90705,26.7911,-4.11595
Moreno Longo,Moreno Longo-TOR-1920,Torino FC,1920,ITA-Serie A,13,43.8214,40.3015,-3.5199
Morten Wieghorst,Morten Wieghorst-AAB-1819,Aalborg BK,1819,DEN-Superligaen,7,52.6739,44.8073,-7.8666
Murad Musaev,Murad Musaev-KRA-1819,FK Krasnodar,1819,RUS-Premier League,27,54.6678,56,1.3322
Murad Musaev,Murad Musaev-KRA-1920,FK Krasnodar,1920,RUS-Premier League,5,56.1988,50,-6.1988
Murad Musaev,Murad Musaev-KRA-2021,FK Krasnodar,2021,RUS-Premier League,22,55.05185,43.1904,-11.86145
Murat Akın,Murat Akın-FAT-2021,Fatih Karagümrük SK,2021,TUR-Super Lig,1,57.27105,57.27105,0
Murat Yakin,Murat Yakin-SION-1819,FC Sion,1819,SWI-Super League,25,47.8157,41.7413,-6.0744
Mustafa Akçay,Mustafa Akçay-ANK-1920,MKE Ankaragücü,1920,TUR-Super Lig,11,25.7001,29.20535,3.50525
Mustafa Camunak,Mustafa Camunak-ALA-1819,Alanyaspor,1819,TUR-Super Lig,1,33.5849,33.5849,0
Mustafa Dalci,Mustafa Dalci-ANK-2021,MKE Ankaragücü,2021,TUR-Super Lig,12,33.96645,36.3779,2.41145
Mustafa Denizli,Mustafa Denizli-ALT-2122,Altay Izmir,2122,TUR-Super Lig,19,38.4256,36.13675,-2.28885
Mustafa Denizli,Mustafa Denizli-KAS-1819,Kasımpaşa SK,1819,TUR-Super Lig,25,53.2519,39.6969,-13.555
Mustafa Kaplan,Mustafa Kaplan-ANK-1819,MKE Ankaragücü,1819,TUR-Super Lig,17,32.9311,40,7.0689
Mustafa Kaplan,Mustafa Kaplan-ANK-1920,MKE Ankaragücü,1920,TUR-Super Lig,7,30.4471,25.8886,-4.5585
Mustafa Kaplan,Mustafa Kaplan-GEN-1920,Gençlerbirliği,1920,TUR-Super Lig,10,35.82645,32.4789,-3.34755
Mustafa Kaplan,Mustafa Kaplan-GEN-2021,Gençlerbirliği,2021,TUR-Super Lig,10,37.8244,37.76715,-0.05725
Muñiz,Muñiz-ALA-1920,CD Alavés,1920,ESP-La Liga,3,37.7674,39,1.2326
Muñiz,Muñiz-MGA-1819,Málaga CF,1819,ESP-La Liga 2,29,82.14255,67.74665,-14.3959
Mário Silva,Mário Silva-RIO-2021,Rio Ave FC,2021,POR-Primeira Liga,33,50.4696,34,-16.4696
Mário Silva,Mário Silva-SCL-2122,CD Santa Clara,2122,POR-Primeira Liga,18,36.6151,40,3.3849
Míchel,Míchel-GET-2122,Getafe CF,2122,ESP-La Liga,8,49.9557,38.2117,-11.744
Míchel,Míchel-GIR-2122,Girona FC,2122,ESP-La Liga 2,45,71.3603,68,-3.3603
Míchel,Míchel-HUE-1920,SD Huesca,1920,ESP-La Liga 2,40,58.05875,70,11.94125
Míchel,Míchel-HUE-2021,SD Huesca,2021,ESP-La Liga,16,41.3422,34.32905,-7.01315
Míchel,Míchel-RAY-1819,Rayo Vallecano,1819,ESP-La Liga,24,42.74155,33.6652,-9.07635
Mújika,Mújika-AMO-2122,SD Amorebieta,2122,ESP-La Liga 2,15,39.50415,43,3.49585
Nandinho,Nandinho-ALM-1920,UD Almería,1920,ESP-La Liga 2,4,67.92435,64,-3.92435
Nanne Bergstrand,Nanne Bergstrand-KFF-1920,Kalmar FF,1920,SWE-Allvenskan,2,23,23,0
Nanne Bergstrand,Nanne Bergstrand-KFF-2021,Kalmar FF,2021,SWE-Allvenskan,25,28.6733,28,-0.6733
Nasser Larguet,Nasser Larguet-MRS-2021,Olympique Marseille,2021,FRA-Ligue 1,4,57.23735,56.06825,-1.1691
Nathan Jones,Nathan Jones-LUT-1819,Luton Town,1819,ENG-League One,14,63.4722,89.6856,26.2134
Nathan Jones,Nathan Jones-LUT-1920,Luton Town,1920,ENG-Championship,8,43.96915,51,7.03085
Nathan Jones,Nathan Jones-LUT-2021,Luton Town,2021,ENG-Championship,35,48.93345,62,13.06655
Nathan Jones,Nathan Jones-LUT-2122,Luton Town,2122,ENG-Championship,39,60.7172,75,14.2828
Nathan Jones,Nathan Jones-STK-1819,Stoke City,1819,ENG-Championship,19,62.27995,55,-7.27995
Nathan Jones,Nathan Jones-STK-1920,Stoke City,1920,ENG-Championship,11,68.9961,53.93765,-15.05845
Natxo González,Natxo González-DEP-1819,Deportivo La Coruña,1819,ESP-La Liga 2,27,74.73495,69.1838,-5.55115
Natxo González,Natxo González-MGA-2122,Málaga CF,2122,ESP-La Liga 2,9,49.2433,45.49995,-3.74335
Natxo González,Natxo González-TOND-1920,CD Tondela,1920,POR-Primeira Liga,37,37.2632,36,-1.2632
Neal Ardley,Neal Ardley-NOTT-1819,Notts County,1819,ENG-League Two,25,41.55865,41,-0.55865
Neal Ardley,Neal Ardley-WIM-1819,AFC Wimbledon,1819,ENG-League One,7,49.42595,36.0427,-13.38325
Neale Marmon,Neale Marmon-YEO-1819,Yeovil Town,1819,ENG-League Two,9,40.8236,40,-0.8236
Neil Aspin,Neil Aspin-VALE-1819,Port Vale FC,1819,ENG-League Two,17,57.9986,50.07595,-7.92265
Neil Cox,Neil Cox-SCUN-2021,Scunthorpe United,2021,ENG-League Two,37,61.4022,48,-13.4022
Neil Cox,Neil Cox-SCUN-2122,Scunthorpe United,2122,ENG-League Two,13,43.7371,37.13385,-6.60325
Neil Critchley,Neil Critchley-BLK-1920,Blackpool FC,1920,ENG-League One,5,57.9342,45,-12.9342
Neil Critchley,Neil Critchley-BLK-2021,Blackpool FC,2021,ENG-League One,37,63.729,80,16.271
Neil Critchley,Neil Critchley-BLK-2122,Blackpool FC,2122,ENG-Championship,39,50.2666,60,9.7334
Neil Harris,Neil Harris-CAR-1920,Cardiff City,1920,ENG-Championship,24,64.1469,73,8.8531
Neil Harris,Neil Harris-CAR-2021,Cardiff City,2021,ENG-Championship,18,66.20575,59.9709,-6.23485
Neil Harris,Neil Harris-GIL-2122,Gillingham FC,2122,ENG-League One,16,38.40735,40,1.59265
Neil Harris,Neil Harris-MIL-1819,Millwall FC,1819,ENG-Championship,33,56.23595,44,-12.23595
Neil Harris,Neil Harris-MIL-1920,Millwall FC,1920,ENG-Championship,8,59.4784,56.01615,-3.46225
Neil Lennon,Neil Lennon-CEL-1819,Celtic FC,1819,SCO-premiership,12,89.334,87,-2.334
Neil Lennon,Neil Lennon-CEL-1920,Celtic FC,1920,SCO-premiership,27,90.08265,98.40765,8.325
Neil Lennon,Neil Lennon-CEL-2021,Celtic FC,2021,SCO-premiership,27,93.43005,82.32385,-11.1062
Neil Lennon,Neil Lennon-HIBS-1819,Hibernian FC,1819,SCO-premiership,15,62.922,54.74775,-8.17425
Neil McCann,Neil McCann-DUN-1819,Dundee FC,1819,SCO-premiership,3,24.45895,28.78735,4.3284
Neil Thompson,Neil Thompson-SHW-2021,Sheffield Wednesday,2021,ENG-Championship,9,41.0565,43.19245,2.13595
Neil Warnock,Neil Warnock-CAR-1819,Cardiff City,1819,ENG-Premier League,34,34.4071,34,-0.4071
Neil Warnock,Neil Warnock-CAR-1920,Cardiff City,1920,ENG-Championship,13,67.59505,64.23885,-3.3562
Neil Warnock,Neil Warnock-MID-1920,Middlesbrough FC,1920,ENG-Championship,6,53.0414,53,-0.0414
Neil Warnock,Neil Warnock-MID-2021,Middlesbrough FC,2021,ENG-Championship,35,59.6247,64,4.3753
Neil Warnock,Neil Warnock-MID-2122,Middlesbrough FC,2122,ENG-Championship,12,63.79535,62.50495,-1.2904
Nestor El Maestro,Nestor El Maestro-GOZ-2122,Göztepe,2122,TUR-Super Lig,22,47.69375,37.2421,-10.45165
Nestor El Maestro,Nestor El Maestro-SSG-1920,Sturm Graz,1920,AUS-Bundesliga,25,30.2377,21.5973,-8.6404
Nick Fenton,Nick Fenton-BUR-2021,Burton Albion,2021,ENG-League One,1,36.9619,36.9619,0
Nicky Hayen,Nicky Hayen-STVV-1920,Sint-Truidense VV,1920,BEL-First Division,6,35.97335,34.7392,-1.23415
Nicky Hayen,Nicky Hayen-WAA-2021,SK Beveren,2021,BEL-First Division,30,30.69495,28.9565,-1.73845
Nico Willig,Nico Willig-STU-1819,VfB Stuttgart,1819,GER-Bundesliga,5,25.27995,28,2.72005
Nicola Legrottaglie,Nicola Legrottaglie-PES-1920,Pescara Calcio,1920,ITA-Serie B,10,51.57615,46.8544,-4.72175
Nicolas Usaï,Nicolas Usaï-CHAT-1819,LB Châteauroux,1819,FRA-Ligue 2,25,41.0639,48,6.9361
Nicolas Usaï,Nicolas Usaï-CHAT-1920,LB Châteauroux,1920,FRA-Ligue 2,26,45.86695,45.3691,-0.49785
Nicolas Usaï,Nicolas Usaï-CHAT-2021,LB Châteauroux,2021,FRA-Ligue 2,13,47.9325,36.7012,-11.2313
Nicolas Usaï,Nicolas Usaï-NIME-2122,Nîmes Olympique,2122,FRA-Ligue 2,18,53.805,49,-4.805
Niels Frederiksen,Niels Frederiksen-BRO-1920,Brøndby IF,1920,DEN-Superligaen,31,57.92535,56,-1.92535
Niels Frederiksen,Niels Frederiksen-BRO-2021,Brøndby IF,2021,DEN-Superligaen,31,47.7404,61,13.2596
Niels Frederiksen,Niels Frederiksen-BRO-2122,Brøndby IF,2122,DEN-Superligaen,28,48.4009,48,-0.4009
Nigel Adkins,Nigel Adkins-CHA-2021,Charlton Athletic,2021,ENG-League One,10,66.94615,74,7.05385
Nigel Adkins,Nigel Adkins-CHA-2122,Charlton Athletic,2122,ENG-League One,11,69.9224,52.23945,-17.68295
Nigel Adkins,Nigel Adkins-HCY-1819,Hull City,1819,ENG-Championship,33,56.1095,62,5.8905
Nigel Clough,Nigel Clough-BUR-1819,Burton Albion,1819,ENG-League One,34,60.0372,63,2.9628
Nigel Clough,Nigel Clough-BUR-1920,Burton Albion,1920,ENG-League One,34,67.2457,48,-19.2457
Nigel Clough,Nigel Clough-MANS-2021,Mansfield Town,2021,ENG-League Two,28,54.68175,58,3.31825
Nigel Clough,Nigel Clough-MANS-2122,Mansfield Town,2122,ENG-League Two,42,75.94205,77,1.05795
Nigel Pearson,Nigel Pearson-BRC-2021,Bristol City,2021,ENG-Championship,13,55.65575,51,-4.65575
Nigel Pearson,Nigel Pearson-BRC-2122,Bristol City,2122,ENG-Championship,39,47.59845,55,7.40155
Nigel Pearson,Nigel Pearson-WAT-1920,Watford FC,1920,ENG-Premier League,21,31.9523,36.90435,4.95205
Niko Kovač,Niko Kovač-BMU-1819,Bayern München,1819,GER-Bundesliga,30,84.3672,78,-6.3672
Niko Kovač,Niko Kovač-BMU-1920,Bayern München,1920,GER-Bundesliga,10,81.62855,75.92695,-5.7016
Niko Kovač,Niko Kovač-MON-2021,AS Monaco,2021,FRA-Ligue 1,35,58.3846,78,19.6154
Niko Kovač,Niko Kovač-MON-2122,AS Monaco,2122,FRA-Ligue 1,17,68.15135,61.9388,-6.21255
Nikolay Safronidi,Nikolay Safronidi-UFA-2021,FK Ufa,2021,RUS-Premier League,1,19.0146,19.0146,0
Noguerol,Noguerol-ALB-2021,Albacete,2021,ESP-La Liga 2,6,40.33345,38,-2.33345
Nuno Campos,Nuno Campos-SCL-2122,CD Santa Clara,2122,POR-Primeira Liga,8,40.35435,32.7863,-7.56805
Nuno Campos,Nuno Campos-TOND-2122,CD Tondela,2122,POR-Primeira Liga,9,28.6554,28,-0.6554
Nuno Espírito Santo,Nuno Espírito Santo-TOT-2122,Tottenham Hotspur,2122,ENG-Premier League,10,59.50735,55.5079,-3.99945
Nuno Espírito Santo,Nuno Espírito Santo-WOL-1819,Wolverhampton Wanderers,1819,ENG-Premier League,34,45.5657,57,11.4343
Nuno Espírito Santo,Nuno Espírito Santo-WOL-1920,Wolverhampton Wanderers,1920,ENG-Premier League,41,49.844,59,9.156
Nuno Espírito Santo,Nuno Espírito Santo-WOL-2021,Wolverhampton Wanderers,2021,ENG-Premier League,36,54.3669,45,-9.3669
Nuno Manta Santos,Nuno Manta Santos-DAV-1920,CD Aves,1920,POR-Primeira Liga,23,27.76135,17,-10.76135
Nuno Manta Santos,Nuno Manta Santos-FEI-1819,CD Feirense,1819,POR-Primeira Liga,33,42.40015,20,-22.40015
Nuno Manta Santos,Nuno Manta Santos-MARI-1920,CS Marítimo,1920,POR-Primeira Liga,14,35.346,33.5042,-1.8418
Nuri Şahin,Nuri Şahin-ANT-2122,Antalyaspor,2122,TUR-Super Lig,28,42.1218,59,16.8782
Nélson Veríssimo,Nélson Veríssimo-BEN-1920,SL Benfica,1920,POR-Primeira Liga,5,74.1158,77,2.8842
Nélson Veríssimo,Nélson Veríssimo-BEN-2122,SL Benfica,2122,POR-Primeira Liga,20,77.066,74,-3.066
Okan Buruk,Okan Buruk-CAY-1819,Çaykur Rizespor,1819,TUR-Super Lig,29,29.41345,41,11.58655
Okan Buruk,Okan Buruk-IBB-1920,İstanbul Başakşehir,1920,TUR-Super Lig,36,60.04615,69,8.95385
Okan Buruk,Okan Buruk-IBB-2021,İstanbul Başakşehir,2021,TUR-Super Lig,19,71.7518,54.2533,-17.4985
Ole Gunnar Solskjær,Ole Gunnar Solskjær-MAN-1819,Manchester United,1819,ENG-Premier League,22,62.90545,66,3.09455
Ole Gunnar Solskjær,Ole Gunnar Solskjær-MAN-1920,Manchester United,1920,ENG-Premier League,41,60.0032,66,5.9968
Ole Gunnar Solskjær,Ole Gunnar Solskjær-MAN-2021,Manchester United,2021,ENG-Premier League,36,70.517,74,3.483
Ole Gunnar Solskjær,Ole Gunnar Solskjær-MAN-2122,Manchester United,2122,ENG-Premier League,12,68.41935,62.08515,-6.3342
Ole Gunnar Solskjær,Ole Gunnar Solskjær-MOL-1819,Molde FK,1819,NOR-Eliteserien,10,52.27,59,6.73
Ole Tobiasen,Ole Tobiasen-HER-2122,sc Heerenveen,2122,NED-Eredivisie,15,39.7869,41,1.2131
Ole Werner,Ole Werner-BRE-2122,Werder Bremen,2122,GER-Bundesliga 2,20,52.601,63,10.399
Ole Werner,Ole Werner-HOL-1920,Holstein Kiel,1920,GER-Bundesliga 2,28,42.03605,43,0.96395
Ole Werner,Ole Werner-HOL-2021,Holstein Kiel,2021,GER-Bundesliga 2,33,46.3252,62,15.6748
Ole Werner,Ole Werner-HOL-2122,Holstein Kiel,2122,GER-Bundesliga 2,6,45.62495,40.4882,-5.13675
Oleg Kononov,Oleg Kononov-ROT-1920,Spartak Moskva,1920,NED-Eredivisie,7,41.35445,46.6559,5.30145
Oleg Kononov,Oleg Kononov-SPM-1819,Spartak Moskva,1819,RUS-Premier League,19,43.8303,49,5.1697
Oleg Kononov,Oleg Kononov-SPM-1920,Spartak Moskva,1920,RUS-Premier League,7,41.09785,42.065,0.96715
Oleg Kononov,Oleg Kononov-TUL-1819,Arsenal Tula,1819,RUS-Premier League,8,36.5367,36.47595,-0.06075
Oliver Glasner,Oliver Glasner-FRA-2122,Eintracht Frankfurt,2122,GER-Bundesliga,35,49.02535,42,-7.02535
Oliver Glasner,Oliver Glasner-LASK-1819,LASK,1819,AUS-Bundesliga,27,33.1152,40,6.8848
Oliver Glasner,Oliver Glasner-WLF-1920,VfL Wolfsburg,1920,GER-Bundesliga,36,46.20195,49,2.79805
Oliver Glasner,Oliver Glasner-WLF-2021,VfL Wolfsburg,2021,GER-Bundesliga,33,47.219,61,13.781
Oliver Saragaglia,Oliver Saragaglia-CHAT-2021,LB Châteauroux,2021,FRA-Ligue 2,2,34.90945,33.67485,-1.2346
Olivier Dall'Oglio,Olivier Dall'Oglio-BRS-1920,Stade Brest,1920,FRA-Ligue 1,26,42.90475,44.23735,1.3326
Olivier Dall'Oglio,Olivier Dall'Oglio-BRS-2021,Stade Brest,2021,FRA-Ligue 1,35,41.61505,41,-0.61505
Olivier Dall'Oglio,Olivier Dall'Oglio-DIJ-1819,Dijon FCO,1819,FRA-Ligue 1,13,49.41835,38.61815,-10.8002
Olivier Dall'Oglio,Olivier Dall'Oglio-MNT-2122,Montpellier HSC,2122,FRA-Ligue 1,36,44.04185,43,-1.04185
Olivier Guégan,Olivier Guégan-VAL-1920,Valenciennes FC,1920,FRA-Ligue 2,26,44.7644,55.368,10.6036
Olivier Guégan,Olivier Guégan-VAL-2021,Valenciennes FC,2021,FRA-Ligue 2,34,54.59605,47,-7.59605
Olivier Guégan,Olivier Guégan-VAL-2122,Valenciennes FC,2122,FRA-Ligue 2,12,42.9987,39.99845,-3.00025
Olivier Pantaloni,Olivier Pantaloni-AJC-1819,AC Ajaccio,1819,FRA-Ligue 2,29,44.9641,40,-4.9641
Olivier Pantaloni,Olivier Pantaloni-AJC-1920,AC Ajaccio,1920,FRA-Ligue 2,26,43.7778,66.72975,22.95195
Olivier Pantaloni,Olivier Pantaloni-AJC-2021,AC Ajaccio,2021,FRA-Ligue 2,34,51.19975,46,-5.19975
Olivier Pantaloni,Olivier Pantaloni-AJC-2122,AC Ajaccio,2122,FRA-Ligue 2,35,52.3564,75,22.6436
Olof Mellberg,Olof Mellberg-HEL-1920,Helsingborgs IF,1920,SWE-Allvenskan,12,28.70755,30,1.29245
Olof Mellberg,Olof Mellberg-HEL-2021,Helsingborgs IF,2021,SWE-Allvenskan,25,32.43785,26,-6.43785
Omar Daf,Omar Daf-SOC-1819,FC Sochaux,1819,FRA-Ligue 2,22,39.50695,41,1.49305
Omar Daf,Omar Daf-SOC-1920,FC Sochaux,1920,FRA-Ligue 2,26,43.2573,46.0038,2.7465
Omar Daf,Omar Daf-SOC-2021,FC Sochaux,2021,FRA-Ligue 2,34,49.27975,51,1.72025
Omar Daf,Omar Daf-SOC-2122,FC Sochaux,2122,FRA-Ligue 2,35,57.16615,68,10.83385
Omer Mahir,Omer Mahir-KAY-1920,Kayserispor,1920,TUR-Super Lig,1,24.42115,24.42115,0
Omer Mahir,Omer Mahir-KAY-2021,Kayserispor,2021,TUR-Super Lig,2,40.4373,37.6813,-2.756
Oran Kearney,Oran Kearney-STM-1819,St. Mirren FC,1819,SCO-premiership,29,34.1952,32,-2.1952
Oscar Hiljemark,Oscar Hiljemark-AAB-2122,Aalborg BK,2122,DEN-Superligaen,3,50.07495,45.81255,-4.2624
Oswald Tanchot,Oswald Tanchot-AMI-2021,Amiens SC,2021,FRA-Ligue 2,30,60.76345,47,-13.76345
Oswald Tanchot,Oswald Tanchot-HAC-1819,Havre AC,1819,FRA-Ligue 2,29,61.8901,54,-7.8901
Pablo Correa,Pablo Correa-AUX-1819,AJ Auxerre,1819,FRA-Ligue 2,21,42.3223,44.88605,2.56375
Pablo Guede,Pablo Guede-MGA-2122,Málaga CF,2122,ESP-La Liga 2,12,44.9024,45,0.0976
Pablo Machín,Pablo Machín-ALA-1920,CD Alavés,1920,ESP-La Liga,2,39,39,0
Pablo Machín,Pablo Machín-ALA-2021,CD Alavés,2021,ESP-La Liga,17,40.23095,39.4112,-0.81975
Pablo Machín,Pablo Machín-ESP-1920,Espanyol Barcelona,1920,ESP-La Liga,9,36.9572,32.97565,-3.98155
Pablo Machín,Pablo Machín-SEV-1819,Sevilla FC,1819,ESP-La Liga,23,52.9699,59.4423,6.4724
Pacheta,Pacheta-ELC-1819,Elche CF,1819,ESP-La Liga 2,39,43.0849,55,11.9151
Pacheta,Pacheta-ELC-1920,Elche CF,1920,ESP-La Liga 2,40,52.52935,61,8.47065
Pacheta,Pacheta-HUE-2021,SD Huesca,2021,ESP-La Liga,19,32.0472,34,1.9528
Pacheta,Pacheta-VLD-2021,Real Valladolid,2021,ESP-La Liga,1,31,31,0
Pacheta,Pacheta-VLD-2122,Real Valladolid,2122,ESP-La Liga 2,45,77.8667,81,3.1333
Paco Herrera,Paco Herrera-PAL-1819,UD Las Palmas,1819,ESP-La Liga 2,15,68.5028,54.08465,-14.41815
Paco Jémez,Paco Jémez-IBI-2122,UD Ibiza,2122,ESP-La Liga 2,45,47.15575,52,4.84425
Paco Jémez,Paco Jémez-RAY-1819,Rayo Vallecano,1819,ESP-La Liga,8,32.6254,32,-0.6254
Paco Jémez,Paco Jémez-RAY-1920,Rayo Vallecano,1920,ESP-La Liga 2,37,74.44135,60,-14.44135
Paco López,Paco López-LEV-1819,Levante UD,1819,ESP-La Liga,32,42.27555,44,1.72445
Paco López,Paco López-LEV-1920,Levante UD,1920,ESP-La Liga,35,44.64705,49,4.35295
Paco López,Paco López-LEV-2021,Levante UD,2021,ESP-La Liga,35,44.41695,41,-3.41695
Paco López,Paco López-LEV-2122,Levante UD,2122,ESP-La Liga,8,43.8093,38.2944,-5.5149
Pako Ayestarán,Pako Ayestarán-TOND-2021,CD Tondela,2021,POR-Primeira Liga,33,39.68295,36,-3.68295
Pako Ayestarán,Pako Ayestarán-TOND-2122,CD Tondela,2122,POR-Primeira Liga,28,39.2608,29.0437,-10.2171
Paolo Tramezzani,Paolo Tramezzani-LVO-1920,AS Livorno,1920,ITA-Serie B,6,37.28335,30.9968,-6.28655
Paolo Tramezzani,Paolo Tramezzani-SION-1920,FC Sion,1920,SWI-Super League,9,35.97935,39,3.02065
Paolo Tramezzani,Paolo Tramezzani-SION-2122,FC Sion,2122,SWI-Super League,25,39.43025,41,1.56975
Paolo Vanoli,Paolo Vanoli-ROT-2122,Spartak Moskva,2122,NED-Eredivisie,19,31.88405,35,3.11595
